date,year,month,weekday,is_weekend,season,demand_gwh_daily,demand_low_gwh_daily(5%),demand_high_gwh_daily(7%),demand_gwh,demand_low_gwh(5%),demand_high_gwh(7%),gdp_current_usd_billion,population_total,temp_c_synthetic,rainfall_mm_synthetic,humidity_pct_synthetic,lat,lon,country,aggregation,day_type,day_of_year,week_of_year,quarter
2022-01-11,2022,1,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,27.13,1.17,66.5,-0.023559,37.906193,Kenya,national,Weekday,11,2,1
2022-01-12,2022,1,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.81,1.77,66.4,-0.023559,37.906193,Kenya,national,Weekday,12,2,1
2022-01-13,2022,1,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.36,1.28,62.4,-0.023559,37.906193,Kenya,national,Weekday,13,2,1
2022-01-14,2022,1,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.73,1.51,50.2,-0.023559,37.906193,Kenya,national,Weekday,14,2,1
2022-01-15,2022,1,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.24,2.03,48.2,-0.023559,37.906193,Kenya,national,Weekend,15,2,1
2022-01-16,2022,1,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.93,1.64,60.3,-0.023559,37.906193,Kenya,national,Weekend,16,2,1
2022-01-17,2022,1,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.65,0.41,51.8,-0.023559,37.906193,Kenya,national,Weekday,17,3,1
2022-01-18,2022,1,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.59,3.33,49.3,-0.023559,37.906193,Kenya,national,Weekday,18,3,1
2022-01-19,2022,1,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.69,1.19,67.1,-0.023559,37.906193,Kenya,national,Weekday,19,3,1
2022-01-20,2022,1,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.37,4.07,67.3,-0.023559,37.906193,Kenya,national,Weekday,20,3,1
2022-01-21,2022,1,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.26,1.83,65.1,-0.023559,37.906193,Kenya,national,Weekday,21,3,1
2022-01-22,2022,1,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.97,1.0,70.4,-0.023559,37.906193,Kenya,national,Weekend,22,3,1
2022-01-23,2022,1,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.79,2.71,67.2,-0.023559,37.906193,Kenya,national,Weekend,23,3,1
2022-01-24,2022,1,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.66,3.39,50.7,-0.023559,37.906193,Kenya,national,Weekday,24,4,1
2022-01-25,2022,1,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.16,0.67,69.1,-0.023559,37.906193,Kenya,national,Weekday,25,4,1
2022-01-26,2022,1,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.37,1.63,60.9,-0.023559,37.906193,Kenya,national,Weekday,26,4,1
2022-01-27,2022,1,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.06,4.2,63.5,-0.023559,37.906193,Kenya,national,Weekday,27,4,1
2022-01-28,2022,1,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.61,0.56,72.5,-0.023559,37.906193,Kenya,national,Weekday,28,4,1
2022-01-29,2022,1,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.02,0.78,63.5,-0.023559,37.906193,Kenya,national,Weekend,29,4,1
2022-01-30,2022,1,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.07,2.31,72.6,-0.023559,37.906193,Kenya,national,Weekend,30,4,1
2022-01-31,2022,1,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.79,0.23,60.4,-0.023559,37.906193,Kenya,national,Weekday,31,5,1
2022-02-01,2022,2,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.53,0.0,56.9,-0.023559,37.906193,Kenya,national,Weekday,32,5,1
2022-02-02,2022,2,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.51,0.0,54.3,-0.023559,37.906193,Kenya,national,Weekday,33,5,1
2022-02-03,2022,2,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.77,2.62,58.9,-0.023559,37.906193,Kenya,national,Weekday,34,5,1
2022-02-04,2022,2,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.43,3.04,46.5,-0.023559,37.906193,Kenya,national,Weekday,35,5,1
2022-02-05,2022,2,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.4,2.94,59.5,-0.023559,37.906193,Kenya,national,Weekend,36,5,1
2022-02-06,2022,2,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.09,2.64,59.0,-0.023559,37.906193,Kenya,national,Weekend,37,5,1
2022-02-07,2022,2,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.09,0.21,55.7,-0.023559,37.906193,Kenya,national,Weekday,38,6,1
2022-02-08,2022,2,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.59,3.07,42.1,-0.023559,37.906193,Kenya,national,Weekday,39,6,1
2022-02-09,2022,2,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.37,3.78,42.8,-0.023559,37.906193,Kenya,national,Weekday,40,6,1
2022-02-10,2022,2,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.7,1.01,65.6,-0.023559,37.906193,Kenya,national,Weekday,41,6,1
2022-02-11,2022,2,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.5,3.47,52.3,-0.023559,37.906193,Kenya,national,Weekday,42,6,1
2022-02-12,2022,2,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.2,1.51,71.0,-0.023559,37.906193,Kenya,national,Weekend,43,6,1
2022-02-13,2022,2,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.43,2.34,54.3,-0.023559,37.906193,Kenya,national,Weekend,44,6,1
2022-02-14,2022,2,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.68,2.61,62.9,-0.023559,37.906193,Kenya,national,Weekday,45,7,1
2022-02-15,2022,2,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.32,0.0,48.4,-0.023559,37.906193,Kenya,national,Weekday,46,7,1
2022-02-16,2022,2,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.53,4.26,54.9,-0.023559,37.906193,Kenya,national,Weekday,47,7,1
2022-02-17,2022,2,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.25,0.77,58.2,-0.023559,37.906193,Kenya,national,Weekday,48,7,1
2022-02-18,2022,2,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.06,1.91,64.6,-0.023559,37.906193,Kenya,national,Weekday,49,7,1
2022-02-19,2022,2,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.52,1.32,73.4,-0.023559,37.906193,Kenya,national,Weekend,50,7,1
2022-02-20,2022,2,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.77,2.75,67.7,-0.023559,37.906193,Kenya,national,Weekend,51,7,1
2022-02-21,2022,2,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.64,2.71,48.4,-0.023559,37.906193,Kenya,national,Weekday,52,8,1
2022-02-22,2022,2,Tuesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.25,2.09,60.0,-0.023559,37.906193,Kenya,national,Weekday,53,8,1
2022-02-23,2022,2,Wednesday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.8,4.18,58.7,-0.023559,37.906193,Kenya,national,Weekday,54,8,1
2022-02-24,2022,2,Thursday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.91,2.48,54.9,-0.023559,37.906193,Kenya,national,Weekday,55,8,1
2022-02-25,2022,2,Friday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.34,1.46,64.7,-0.023559,37.906193,Kenya,national,Weekday,56,8,1
2022-02-26,2022,2,Saturday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.23,0.0,72.6,-0.023559,37.906193,Kenya,national,Weekend,57,8,1
2022-02-27,2022,2,Sunday,True,short_dry,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.21,1.64,56.3,-0.023559,37.906193,Kenya,national,Weekend,58,8,1
2022-02-28,2022,2,Monday,False,short_dry,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.46,1.63,68.9,-0.023559,37.906193,Kenya,national,Weekday,59,9,1
2022-03-01,2022,3,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.69,2.09,86.2,-0.023559,37.906193,Kenya,national,Weekday,60,9,1
2022-03-02,2022,3,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.5,2.13,66.5,-0.023559,37.906193,Kenya,national,Weekday,61,9,1
2022-03-03,2022,3,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.56,7.22,89.2,-0.023559,37.906193,Kenya,national,Weekday,62,9,1
2022-03-04,2022,3,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.12,8.8,88.5,-0.023559,37.906193,Kenya,national,Weekday,63,9,1
2022-03-05,2022,3,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.96,11.78,77.4,-0.023559,37.906193,Kenya,national,Weekend,64,9,1
2022-03-06,2022,3,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.69,9.14,88.7,-0.023559,37.906193,Kenya,national,Weekend,65,9,1
2022-03-07,2022,3,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.25,2.67,77.0,-0.023559,37.906193,Kenya,national,Weekday,66,10,1
2022-03-08,2022,3,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.2,6.04,84.2,-0.023559,37.906193,Kenya,national,Weekday,67,10,1
2022-03-09,2022,3,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.79,0.37,80.2,-0.023559,37.906193,Kenya,national,Weekday,68,10,1
2022-03-10,2022,3,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.98,7.7,68.1,-0.023559,37.906193,Kenya,national,Weekday,69,10,1
2022-03-11,2022,3,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.96,6.4,77.1,-0.023559,37.906193,Kenya,national,Weekday,70,10,1
2022-03-12,2022,3,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.17,3.01,73.7,-0.023559,37.906193,Kenya,national,Weekend,71,10,1
2022-03-13,2022,3,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.21,4.78,71.1,-0.023559,37.906193,Kenya,national,Weekend,72,10,1
2022-03-14,2022,3,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.64,4.27,65.8,-0.023559,37.906193,Kenya,national,Weekday,73,11,1
2022-03-15,2022,3,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.26,2.92,68.8,-0.023559,37.906193,Kenya,national,Weekday,74,11,1
2022-03-16,2022,3,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.52,9.77,65.1,-0.023559,37.906193,Kenya,national,Weekday,75,11,1
2022-03-17,2022,3,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.58,16.01,84.1,-0.023559,37.906193,Kenya,national,Weekday,76,11,1
2022-03-18,2022,3,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,19.85,8.03,59.3,-0.023559,37.906193,Kenya,national,Weekday,77,11,1
2022-03-19,2022,3,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.77,8.85,75.6,-0.023559,37.906193,Kenya,national,Weekend,78,11,1
2022-03-20,2022,3,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.93,5.71,70.1,-0.023559,37.906193,Kenya,national,Weekend,79,11,1
2022-03-21,2022,3,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.81,3.92,65.0,-0.023559,37.906193,Kenya,national,Weekday,80,12,1
2022-03-22,2022,3,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.99,12.83,80.8,-0.023559,37.906193,Kenya,national,Weekday,81,12,1
2022-03-23,2022,3,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.51,3.87,68.6,-0.023559,37.906193,Kenya,national,Weekday,82,12,1
2022-03-24,2022,3,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.48,6.54,84.7,-0.023559,37.906193,Kenya,national,Weekday,83,12,1
2022-03-25,2022,3,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.13,4.73,73.6,-0.023559,37.906193,Kenya,national,Weekday,84,12,1
2022-03-26,2022,3,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.6,7.22,77.7,-0.023559,37.906193,Kenya,national,Weekend,85,12,1
2022-03-27,2022,3,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,19.8,4.98,74.0,-0.023559,37.906193,Kenya,national,Weekend,86,12,1
2022-03-28,2022,3,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.39,7.23,80.2,-0.023559,37.906193,Kenya,national,Weekday,87,13,1
2022-03-29,2022,3,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.38,0.72,82.5,-0.023559,37.906193,Kenya,national,Weekday,88,13,1
2022-03-30,2022,3,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.49,4.8,71.4,-0.023559,37.906193,Kenya,national,Weekday,89,13,1
2022-03-31,2022,3,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.03,9.95,74.9,-0.023559,37.906193,Kenya,national,Weekday,90,13,1
2022-04-01,2022,4,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,27.05,1.53,89.1,-0.023559,37.906193,Kenya,national,Weekday,91,13,2
2022-04-02,2022,4,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,19.44,2.81,70.4,-0.023559,37.906193,Kenya,national,Weekend,92,13,2
2022-04-03,2022,4,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.85,9.95,89.5,-0.023559,37.906193,Kenya,national,Weekend,93,13,2
2022-04-04,2022,4,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.41,6.56,71.9,-0.023559,37.906193,Kenya,national,Weekday,94,14,2
2022-04-05,2022,4,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,26.16,8.89,70.5,-0.023559,37.906193,Kenya,national,Weekday,95,14,2
2022-04-06,2022,4,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.84,0.0,61.5,-0.023559,37.906193,Kenya,national,Weekday,96,14,2
2022-04-07,2022,4,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.51,5.66,68.2,-0.023559,37.906193,Kenya,national,Weekday,97,14,2
2022-04-08,2022,4,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.59,0.68,61.1,-0.023559,37.906193,Kenya,national,Weekday,98,14,2
2022-04-09,2022,4,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.97,0.27,70.4,-0.023559,37.906193,Kenya,national,Weekend,99,14,2
2022-04-10,2022,4,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.59,6.58,80.5,-0.023559,37.906193,Kenya,national,Weekend,100,14,2
2022-04-11,2022,4,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,21.53,9.29,74.5,-0.023559,37.906193,Kenya,national,Weekday,101,15,2
2022-04-12,2022,4,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.77,0.0,70.2,-0.023559,37.906193,Kenya,national,Weekday,102,15,2
2022-04-13,2022,4,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.62,1.26,66.8,-0.023559,37.906193,Kenya,national,Weekday,103,15,2
2022-04-14,2022,4,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.81,3.09,69.5,-0.023559,37.906193,Kenya,national,Weekday,104,15,2
2022-04-15,2022,4,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.56,4.7,63.4,-0.023559,37.906193,Kenya,national,Weekday,105,15,2
2022-04-16,2022,4,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.43,0.48,64.8,-0.023559,37.906193,Kenya,national,Weekend,106,15,2
2022-04-17,2022,4,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.03,13.06,90.6,-0.023559,37.906193,Kenya,national,Weekend,107,15,2
2022-04-18,2022,4,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.41,7.19,76.9,-0.023559,37.906193,Kenya,national,Weekday,108,16,2
2022-04-19,2022,4,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.62,3.87,67.7,-0.023559,37.906193,Kenya,national,Weekday,109,16,2
2022-04-20,2022,4,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.12,3.31,80.4,-0.023559,37.906193,Kenya,national,Weekday,110,16,2
2022-04-21,2022,4,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.67,13.28,87.0,-0.023559,37.906193,Kenya,national,Weekday,111,16,2
2022-04-22,2022,4,Friday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,24.06,12.99,69.9,-0.023559,37.906193,Kenya,national,Weekday,112,16,2
2022-04-23,2022,4,Saturday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,27.22,3.41,74.1,-0.023559,37.906193,Kenya,national,Weekend,113,16,2
2022-04-24,2022,4,Sunday,True,long_rains,26.596999999999998,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,23.13,6.34,64.9,-0.023559,37.906193,Kenya,national,Weekend,114,16,2
2022-04-25,2022,4,Monday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,22.08,9.54,62.2,-0.023559,37.906193,Kenya,national,Weekday,115,17,2
2022-04-26,2022,4,Tuesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,20.1,0.96,86.0,-0.023559,37.906193,Kenya,national,Weekday,116,17,2
2022-04-27,2022,4,Wednesday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,25.65,3.05,100.0,-0.023559,37.906193,Kenya,national,Weekday,117,17,2
2022-04-28,2022,4,Thursday,False,long_rains,27.419,26.208603450445402,35.54648753964512,10008.0,9676.229273860105,13071.179857116425,113.42,54241584,28.14,9.85,69.1,-0.023559,37.906193,Kenya,national,Weekday,118,17,2
